Document	Raw	to_grade	from_grade			
AR-130-193363	"""أصبح التواصل الاجتماعي أحد المكونات الأساسية لحياتنا اليومية، ومن الصعب أن نجد من لا يقضي جزءًا من وقته في التفقد الدوري لمواقع التواصل الاجتماعي. كما هو الحال في كل جانب من جوانب الحياة، فإن التواصل الاجتماعي يحمل في طياته العديد من الجوانب الإيجابية والسلبية.

من الجوانب الإيجابية للتواصل الاجتماعي، القدرة على متابعة أحوال الأقرباء والأصدقاء بشكل فوري ومباشر، والتفاعل معهم بغض النظر عن المسافات الجغرافية التي تفصل بينكم. فالتواصل الاجتماعي يجسد مفهوم ""القرية العالمية""، حيث يتم توحيد الزمان والمكان بلمح البصر.

ومع ذلك، يوجد للتواصل الاجتماعي بعض الجوانب السلبية التي يجب الانتباه إليها. منها أنه قد يؤدي إلى الإدمان والتحول إلى عائق أمام الحياة الواقعية، بحيث يصبح الشخص غير قادر على الاستغناء عن التواصل الاجتماعي لفترات طويلة، وقد يتسبب ذلك في زيادة التوتر والعصبية. بالإضافة إلى ذلك، يمكن أن يؤدي الاستخدام المفرط للتواصل الاجتماعي إلى الابتعاد عن العائلة والأصدقاء في الحياة الواقعية، مما يقوض العلاقات الشخصية والعاطفية."""	C2	B1			
AR-130-193451	'التسامح هو شيء جيد. التسامح يكون في أمور كثيرة. مثل التسامح في الأفكار، والتسامح مع نفسك، والتسامح مع الناس الآخرين. نحن نحتاج إلى التسامح في الأفكار. لأن الناس لديهم أفكار مختلفة. ونحن نحتاج إلى التسامح مع نفسنا. لأننا لا نستطيع أن نفعل كل شيء. ونحن نحتاج إلى التسامح مع الناس الآخرين. لأن الناس مختلفون. الناس لديهم أشكال مختلفة، وأفكار مختلفة، وأماكن مختلفة. التسامح هو شيء جيد.'	A1	B1			
AR-130-193451	'التسامح هو شيء جيد في كل مكان في الحياة. التسامح هو شيء عظيم. يمكن أن يكون التسامح بأشكال مختلفة مثل (التسامح مع الأفكار) و (التسامح مع النفس) و (التسامح و قبول الفرق). مع تغير الوقت و الديانات المختلفة، يجب أن نكون أكثر تسامحاً في الأفكار و قبول الفرق. التسامح هو الشيء الأساسي للسلام بين الناس. التسامح مع النفس يعني أن لا تكون صارماً مع نفسك و أن لا تحمل أكثر مما تستطيع. لتكون أكثر تسامحاً مع النفس، يجب أن تساعد الناس و لا تحمل أكثر مما تستطيع و لا تتعب نفسك. التسامح و قبول الفرق يعني أن تقبل الفرق بين الناس مثل الجنس و الأفكار و الثقافة و العرق.'	A2	B1			
AR-130-193451	"'التسامح: ركيزة أساسية للتعايش السلمي

التسامح هو مفهوم عميق وثقافة راقية تتجلى في مختلف جوانب الحياة. هو مزيج من القبول والاحترام للآخرين، ويأتي في أشكال متعددة، بما في ذلك التسامح الديني، التسامح الذاتي، والقبول والاحترام للتنوع والاختلاف.

مع تقدم الزمن وتنوع الديانات، يصبح من الضروري تعزيز التسامح الديني. هذه الثقافة هي العنصر الأساسي لتعزيز التعايش السلمي بين الشعوب المختلفة. فالتسامح الديني يتطلب الاحترام المتبادل والقبول للعقائد الدينية المختلفة، وهو يساهم في تعزيز السلام والتعايش السلمي.

بالنسبة للتسامح الذاتي، يتعلق بالقدرة على تقبل الذات والقدرة على التعامل مع الضغوط والتحديات الشخصية بطريقة صحية ومتوازنة. يتطلب التعزيز التسامح الذاتي القدرة على التواصل الفعال مع الآخرين والتعاون معهم للتعامل مع الصعوبات والتحديات.

أما التسامح والقبول للتنوع والاختلاف، فهو يتعلق بالقدرة على التعايش والتعامل مع الاختلافات الجنسية، العرقية، الثقافية والدينية. هذه الثقافة تعزز التعايش السلمي والاحترام المتبادل بين الأفراد من خلفيات مختلفة.

بالتالي، يمكن القول أن التسامح هو الأساس لبناء مجتمعات متعايشة ومتسامحة تقدر التنوع والاختلاف، وتعزز السلام والتعايش السلمي بين الأفراد والشعوب.'"	C1	B1			
AR-130-193451	"'التسامح: رؤية معمقة
التسامح، هو ليس مجرد سمة أو ثقافة فحسب، بل هو نهج حياة متجذر في جميع جوانب الوجود الإنساني. تتجلى هذه الثقافة العظيمة في مجموعة متنوعة من الأشكال، ومن بينها التسامح في العقائد، التسامح مع الذات، والتسامح مع وتقبل الاختلاف.

مع تقدم الزمن وتنوع الأديان، يتعين علينا تعزيز التسامح في العقائد والقبول بالاختلاف. فثقافة التسامح هي العنصر الأساسي الذي يمكنه جعل الشعوب تتعايش في سلام وتساهم في تعزيز التعايش السلمي بين الأمم المتعددة.

ثقافة التسامح مع الذات تتطلب منا أن نتوقف عن التوبيخ المستمر لأنفسنا أو تعقيد الأمور على أنفسنا، وأن نتعلم كيفية تحمل ما لا نستطيع التعامل معه. لتعزيز هذا النوع من التسامح، يجب أن يتعلم الشخص كيفية التعاون مع الآخرين في مساعدته، وعدم تحميل نفسه مسؤوليات لا يستطيع تحملها، والتوقف عن ارهاق نفسه.

ثقافة التسامح وتقبل الاختلاف تعني القبول بالاختلافات الجنسية والعقائدية والثقافية والعرقية. يجب أن نتعلم كيفية التعامل مع هذه الاختلافات بطريقة تحترم كل الأطراف وتعزز السلام والتعايش بين الأفراد والمجتمعات. 

التسامح ليس فقط عن تقبل الاختلافات، بل هو أيضا عن تقبل الأشخاص كما هم، مع تقديرهم واحترامهم بغض النظر عن معتقداتهم أو خلفياتهم. هذا هو السبيل الوحيد لبناء مجتمع متسامح ومتعايش، يقدر الاختلاف ويحتفي به.'"	C2	B1			
AR-130-193838	"'التواصل و تأثيره على الناس التواصل هو كيف نتحدث مع الناس. هو جيد و سيئ. الجيد مثل : التحدث مع الأهل و الأصدقاء ، و البحث عن الأشياء . و السيء يمكن أن يكون قوي . مثل : الجلوس لوقت طويل و عدم التحدث مع الأهل . هذا يضيع الوقت و يمكن أن لا يفعل بعض الأشياء المهمة . كل شخص يحتاج أن يضع وقت للتحدث مع الناس . و يستخدم الوقت الباقي في شيء جيد له . مثل : القراءة لتحسين مهاراته و الجلوس مع الأهل و الاستمتاع معهم .و '
"	A1	B1			
AR-130-193838	'وسائل التواصل الاجتماعي و تأثيرها على الناس وسائل التواصل الاجتماعي هي طريقة للتواصل بين الناس ، لها جانب جيد و جانب سيء ، الجيد مثل : التحدث مع الأهل و الأصدقاء ، و البحث عن معلومات . و السيء مثل : الجلوس لوقت طويل وعدم التحدث مع الأهل فهي تأخذ الوقت وعدم القيام ببعض الأشياء المهمة . كل شخص يجب أن يضع وقت كافي لهذه الأشياء . و يستخدم الوقت الباقي في شيء مفيد مثل : القراءة لتحسين مهاراته و الجلوس مع الأهل و الاستمتاع معهم . و '	A2	B1			
AR-130-193838	'أثر وسائل التواصل الاجتماعي على الفرد والمجتمع: تحليل متأني وسائل التواصل الاجتماعي، تعتبر بمثابة أدوات فعالة للتواصل بين الأفراد والمجتمعات، ولها تأثيرات متعددة، سواء كانت إيجابية أو سلبية. من النواحي الإيجابية، تتيح وسائل التواصل الاجتماعي التواصل السلس بين الأقارب والأصدقاء، وتوفير منصة لاستكشاف الأبحاث العلمية والاطلاع على المعرفة العالمية. ومع ذلك، يجب الإشارة إلى الجوانب السلبية التي يمكن أن تنتج عن استخدامها بشكل مفرط. من بين هذه الجوانب السلبية الجلوس لفترات طويلة أمام الشاشات، مما يؤدي إلى الإهمال الاجتماعي والتراخي في تنفيذ الواجبات المطلوبة. لذا، يتعين على كل فرد أن يستثمر بحكمة الوقت الذي يقضيه على وسائل التواصل الاجتماعي، مع تخصيص وقت كافٍ لأداء واجباته اليومية. ويجب استغلال الوقت الباقي في نشاطات مفيدة أخرى، مثل القراءة لتعزيز المهارات الشخصية وتطوير المعرفة، وتوفير وقت الجودة مع العائلة والأصدقاء لتعزيز الرابطة الاجتماعية.'	C1	B1			
AR-130-193838	"'تأثير وسائل التواصل الاجتماعي على الفرد والمجتمع: تأملات في الجوانب الإيجابية والسلبية

وسائل التواصل الاجتماعي، التي تشمل الشبكات الاجتماعية، المدونات، المنتديات، والتطبيقات، تقدم منصة فريدة للتفاعل بين الأفراد والمجتمعات. تتميز هذه الوسائل بالقدرة على تحقيق التواصل الفوري والتفاعل الشامل، لكنها تحمل في طياتها مجموعة من التأثيرات الإيجابية والسلبية.

من الجوانب الإيجابية، تعزز وسائل التواصل الاجتماعي التواصل بين الأقارب والأصدقاء، مما يعمق العلاقات الاجتماعية. كما توفر فرصة لاستكشاف الأبحاث العلمية والأخبار الحديثة، وتوسيع الأفق الثقافي والمعرفي.

ومع ذلك، يوجد لهذه الوسائل تأثيرات سلبية قوية، منها الإدمان على استخدامها، الذي يمكن أن يؤدي إلى الجلوس لفترات طويلة دون نشاط، وهو ما يضيع الوقت ويعرقل القيام بالواجبات المفروضة. هذا قد يؤدي إلى الانعزال الاجتماعي والنفسي، مما يضر بالصحة العامة للفرد.

لذا، يتعين على كل فرد أن يكون قادرًا على التوازن بين استخدام وسائل التواصل الاجتماعي والقيام بواجباته اليومية. من الأهمية بمكان الاستغلال الأمثل للوقت، مثل القراءة لتنمية المهارات الشخصية، أو الاستمتاع بالوقت الذي يقضيه مع العائلة والأصدقاء. من الضروري أن نتذكر دائمًا أن وسائل التواصل الاجتماعي هي أدوات يمكن استخدامها لتحسين حياتنا، وليس للسماح لها بالسيطرة عليها.'"	C2	B1			
AR-130-194708	' التطور الذي شافته دولة الامارات ...... بالحديث عن التطور في السبيعنات، دولة الامارات ما كانت تشوف هذا التطور، ولكن الحين صارت من الدول المتطورة في كل المجالات '	A1	B1			
AR-130-194708	'التطور اللي شافته الامارات ...... أحكي عن التطور في أول السبعينات. الامارات ما كانت تشوف هالتطور، بس الحين صارت من الدول المتطورة في كل المجالات.'	A2	B1			
AR-130-194708	'النمو الحضاري المتسارع الذي تعيشه دولة الإمارات العربية المتحدة في الوقت الحاضر، يشكل نقلة نوعية في تاريخها الحديث. إذا عدنا بالذاكرة إلى بداية السبعينات، لن نجد أي مؤشرات على هذا التطور الهائل الذي نشهده اليوم. ولكن، بفضل العلم والتكنولوجيا والتطور السريع في مختلف القطاعات، تمكنت دولتنا من التحول إلى واحدة من الدول الرائدة على الساحة العالمية. اليوم، تتمتع الإمارات بمكانة مرموقة في مختلف المجالات، سواء كانت الاقتصادية أو الثقافية أو التعليمية أو العلمية، وذلك بفضل الرؤية الاستراتيجية الطموحة والسياسات الرشيدة التي تتبعها القيادة الرشيدة في البلاد. هذا التطور المتواصل يعكس الجهود الكبيرة التي تبذلها دولة الإمارات في سبيل تحقيق التقدم والرقي والازدهار، وهو ما يتطلب منا جميعاً التزاماً واضحاً ومستمراً بالعمل الجاد والمثابرة والابتكار لضمان استمرار هذا النجاح والتقدم في المستقبل.'	C1	B1			
AR-130-194708	'التقدم الحضاري الباهر الذي تمتعت به دولة الإمارات...... حينما نقوم بالتحدث عن التقدم الذي شهدته في بداية السبعينات، لم تكن دولة الإمارات قد شهدت هذا النمو الهائل والملموس. ولكن، في ضوء التطورات العلمية والتكنولوجية، تمكنت دولتنا من تحقيق مكانة بارزة ومتقدمة بين الدول الرائدة في مختلف المجالات. هذا التحول الرائع من البساطة إلى التعقيد والتفوق يعكس الجهود الدؤوبة والمستمرة التي بذلتها الحكومة والشعب في سبيل تحقيق الرقي والتقدم. هذا التطور الهائل يدل على القوة الاقتصادية والسياسية للدولة وقدرتها على التأقلم مع التحديات العالمية والمحافظة على استقرارها وأمنها.'	C2	B1			
AR-130-194718	'دولة الامارات دولة جيدة. الامارات تطورت بسرعة. في العالم، هناك الكثير من الدول التي تطورت. لكن الامارات تطورت بسرعة. الشيخ زايد هو رجل جيد. هو جعل الامارات دولة واحدة. بعد ذلك، الامارات بدأت تطور. الشيخ زايد بنى مدارس ومستشفيات. هذا جيد للناس في الامارات. الناس في الامارات فخورين بذلك. بعد الشيخ زايد، الامارات لم تتوقف عن التطور. الان الامارات مشهورة في العالم. الكثير من الناس يعرفون دبي. دبي مدينة كبيرة في الامارات. الكثير من الناس يزورون دبي كل سنة. في دبي، هناك الكثير من الأماكن الجميلة للزيارة. مثل برج خليفة وبرج العرب ودبي مول. الامارات فعلت الكثير من الأشياء الجيدة. مثل فوز دبي في معرض اكسبو ٢٠٢٠ واطلاق قمر صناعي. انا فخورة لأنني من الامارات. الامارات ستستمر في التطور.'	A1	B2			
AR-130-194718	' الامارات دولة جيدة. الامارات تطورت بسرعة. الدول الاخرى تطورت منذ وقت طويل. الامارات تتطور بسرعة. الشيخ زايد جعل الامارات دولة واحدة. بعد ذلك، الامارات بدأت تتطور في العديد من الأمور. الشيخ زايد بنى الكثير من المدارس والمستشفيات. الناس في الامارات فخورون بذلك. بعد موت الشيخ زايد، الامارات لا تزال تتطور. الامارات الآن معروفة في جميع أنحاء العالم. الناس يعرفون دبي. دبي مكان جيد للسفر. الكثير من الناس يأتون إلى دبي. في دبي هناك الكثير من الأماكن الجميلة. الامارات قد فعلت الكثير من الأشياء الجيدة. دبي فازت في مسابقة. الامارات أرسلت شيئًا إلى الفضاء. الامارات فعلت الكثير من الأشياء الجيدة. الامارات دولة جيدة. أنا فخورة لأنني من الامارات. الامارات ستستمر في النمو.'	A2	B2			
AR-130-194718	"'الإمارات العربية المتحدة هي من بين الدول الأكثر تقدماً والتي شهدت تطوراً متسارعاً بشكل مدهش. العديد من الدول الأجنبية تتمتع بالتطور، ولكنها بدأت في مسيرة التقدم منذ عصور طويلة، بينما الإمارات لم تكمل بعد قرناً منذ بداية رحلتها نحو الاتحاد. الشيخ زايد بن سلطان آل نهيان، رحمه الله، كان قادراً على توحيد الإمارات، وبدأت رحلة الاتحاد بالتعاون مع الشيخ راشد بن سعيد آل مكتوم، رحمه الله. 

بعد تأسيس الاتحاد، بدأت الإمارات العربية المتحدة في التقدم بسرعة في مجموعة واسعة من المجالات، بما في ذلك السياسة والاقتصاد. الشيخ زايد بن سلطان آل نهيان، رحمه الله، أسس العديد من المدارس والمستشفيات والمساكن لمواطني الإمارات، وهذا يعد فخراً غامراً لكل مواطن يعيش على أرض هذه الدولة العظيمة. 

بعد وفاة الشيخ زايد، لم تتوقف الإمارات في سعيها نحو التقدم، بل واصلت تحقيق التطور ووصلت إلى المشهد العالمي. الآن، يعرف الجميع مدينة دبي؛ إذا سألنا المارة في أي دولة غربية عن دبي، فسيعرفونها بالتأكيد، لأنها أصبحت واحدة من أعظم المدن في العالم. دبي أصبحت وجهة سياحية للعديد من الأشخاص، حيث تستقبل ملايين السياح كل عام، وهذا يعد دليلاً قاطعاً على تقدمها.

من بين الوجهات السياحية الرائجة التي تكتظ بالسياح في دبي نجد برج خليفة، برج العرب، دبي مول، والشواطئ الرائعة التي يعشقها السياح. بعض من الإنجازات البارزة التي حققتها الإمارات تتضمن فوز دبي بإكسبو 2020، إطلاق القمر الصناعي الذي تم تصنيعه بأيدي إماراتية، والعديد من الإنجازات الأخرى التي لا تعد ولا تحصى. 

الإمارات العربية المتحدة هي دولة متحضرة بشكل مدهش، وأنا فخورة بالغة لأنني مواطنة في الإمارات وأعيش على أرضها. وأنا واثقة بأن الإمارات لن تتوقف عند هذا الحد، بل ستواصل التطور والابتكار، مدهشة العالم بتقدمها.'"	C1	B2			
AR-130-194718	"""تُعد دولة الإمارات العربية المتحدة من بين أبرز الدول التي شهدت تطوراً متسارعاً وملحوظاً في فترة زمنية قصيرة نسبياً. بالرغم من أن الكثير من الدول الأجنبية تمتاز بالتقدم والتطور، إلا أن معظمها بدأت مسيرتها التطورية منذ قرون طويلة، في حين أن دولة الإمارات لم تمضِ عليها سوى بضعة عقود منذ بداية مسيرتها الاتحادية. الشيخ زايد بن سلطان آل نهيان، طيب الله ثراه، كان القوة الدافعة وراء توحيد دولة الإمارات، وبدأت مسيرة الاتحاد بفضل جهوده المتواصلة والمشتركة مع الشيخ راشد بن سعيد آل مكتوم، طيب الله ثراه. 

بعد تأسيس الاتحاد، بدأت دولة الإمارات العربية المتحدة في التطور بشكل متسارع ومتزايد في مجموعة واسعة من المجالات، بما في ذلك السياسة والاقتصاد. الشيخ زايد، طيب الله ثراه، أسس العديد من المدارس والمستشفيات والمنازل للمواطنين، مما يمثل فخراً واعتزازاً لكل مواطن يعيش على أرض هذه الدولة العظيمة. 

بعد وفاة الشيخ زايد، لم تتوقف دولة الإمارات عن التطور، بل استمرت في تحقيق النجاح والتقدم، ووصلت إلى مستوى عالمي. الآن، تعرف الجميع مدينة دبي، فإذا سألنا المارة في أي دولة غربية عن مدينة دبي، فسيكونون على دراية كاملة بها، إذ أصبحت من أعظم المدن في العالم. 

دبي أصبحت وجهة سياحية رئيسية تستقبل ملايين السياح سنوياً، وهو ما يعكس التطور الكبير الذي شهدته. من بين الوجهات السياحية الرئيسية في دبي نجد برج خليفة، برج العرب، دبي مول، بالإضافة إلى العديد من الشواطئ الخلابة التي يفضلها السياح. 

من بين الإنجازات البارزة التي حققتها دولة الإمارات، نذكر فوز دبي بتنظيم معرض إكسبو 2020، وإطلاق القمر الصناعي الذي تم تصنيعه بأيدي إماراتية، بالإضافة إلى العديد من الإنجازات التي لا تعد ولا تحصى. 

دولة الإمارات هي دولة متحضرة ومتقدمة، وأنا فخورة بكوني مواطنة في هذه الدولة العظيمة وأعيش على أرضها. وأنا واثقة أن دولة الإمارات لن تتوقف عند هذا الحد، بل ستواصل التطور والنجاح، وستستمر في إبهار العالم بإنجازاتها وتقدمها."""	C2	B2			
AR-130-195100	'كل البلدان تحاول النمو. نرى الناس الآن يتحدثون مع بعضهم البعض أكثر. الناس الآن تستخدم الفيسبوك والواتساب. هذه الأشياء يمكن أن تكون جيدة أو سيئة. يمكن أن تكون سيئة للناس والمجتمع. يمكن أن تسبب مشاكل مثل فقدان الوقت، المرض، الأصدقاء السيئين، العزلة، تغيير في السلوك. يمكن أن تجعل الناس يشعرون بالعزلة، يغيرون سلوكهم، يبتعدون عن العائلة. ولكن هناك أشياء جيدة أيضا مثل التحدث بسهولة مع الآخرين، تعلم أشياء جديدة، نشر أفكار جيدة. كل شيء له جوانب جيدة وسيئة. يعتمد على الشخص إذا يريد استخدامها بشكل جيد أو سيء. كل شخص يقرر.'	A1	B1			
AR-130-195100	'كل الدول تحاول التطور. الناس اليوم أكثر انفتاحا. الناس الآن يستعملون الانترنت كثيرا مثل السناب، انستغرام، يوتيوب، واتساب وغيرها. الانترنت يمكن استخدامه بطريقة جيدة أو سيئة. الانترنت له تأثير كبير على الناس. الانترنت يمكن أن يضيع الوقت ويسبب مشاكل. الانترنت يمكن أن يجعل الناس يشعرون بالوحدة. لكن الانترنت يمكن أيضا أن يكون جيد. الانترنت يمكن أن يساعد الناس على التواصل وتعلم أشياء جديدة. الانترنت يمكن أن يكون جيد أو سيء، هذا يعتمد على الشخص الذي يستخدمه.'	A2	B1			
AR-130-195100	"'تسعى كافة الأمم بلا استثناء نحو التقدم والازدهار، ولذا نشهد في الوقت الحالي تفتح المجتمعات وتطورها بشكل ملحوظ وخاصة في هذا العصر الحديث. الآن أصبح استخدام وسائل التواصل الاجتماعي مثل سناب شات، إنستغرام، يوتيوب، واتساب وغيرها من المنصات الرقمية أمراً مألوفاً وشائعاً. تلك الوسائل تقدم للإنسان فرصة لاستغلالها بطريقة إيجابية والاستفادة منها، أو السقوط في فخ استخدامها بطريقة سلبية والتضرر منها. فهي تشكل تأثيراً هائلاً على المجتمع ككل وعلى الأفراد بشكل خاص.

الأضرار الناجمة عن استخدام وسائل التواصل الاجتماعي على الفرد والمجتمع تتمثل في إضاعة الوقت، الإصابة بالأمراض النفسية، الارتباط برفقة غير صالحة، الانعزال الاجتماعي، والتغيرات في السلوكيات. فالتواصل الاجتماعي قد يؤثر على الفرد بشكل سلبي، مما يجعله منعزلاً عن العالم الخارجي، يتغير سلوكه، ويبتعد عن العائلة.

ومع ذلك، هناك أيضاً جوانب إيجابية لاستخدام وسائل التواصل الاجتماعي، مثل سهولة التواصل مع الآخرين، والتثقيف ونقل الأفكار الجيدة عبرها. لكل شيء جوانبه السلبية والإيجابية، ولكن الأمر يعتمد بشكل أساسي على الشخص وتربيته وأخلاقه. إذا كان الشخص يرغب في استخدام وسائل التواصل الاجتماعي بشكل إيجابي، فسوف يستخدمها بهذا الشكل، وإذا كان يرغب في استخدامها بشكل سلبي، فسوف يستخدمها بالشكل السلبي. وهذا يعود في النهاية إلى الشخص نفسه.'"	C1	B1			
AR-130-195100	"التقدم الذي تحققه الدول في مختلف المجالات يتطلب مواكبة التطورات التكنولوجية المستمرة، وهو ما ينعكس بشكل واضح على المجتمعات التي أصبحت أكثر انفتاحاً وتقبلاً للتغيير، خاصة في العصر الحديث. وقد أصبح استخدام وسائل التواصل الاجتماعي المتعددة مثل سناب شات وإنستغرام ويوتيوب وواتساب، ظاهرة عالمية راسخة. يمكن للإنسان استغلال هذه الوسائل بطرق مختلفة، سواء كانت إيجابية أو سلبية، ولكن لا يمكن إنكار الأثر الكبير الذي تتركه هذه الوسائل على المجتمعات والأفراد.

الأضرار المحتملة لوسائل التواصل الاجتماعي على الفرد والمجتمع تتضمن إضاعة الوقت، الإصابة بالأمراض النفسية، تشجيع الصحبة الغير صالحة، الانعزال الاجتماعي، وتغير السلوكيات. يمكن أن يتأثر الفرد بشكل سلبي بواسطة التواصل الاجتماعي، حيث يمكن أن يجعله منعزلًا عن العالم الخارجي، ويغير سلوكياته، ويبتعد عن العائلة. 

ومع ذلك، يمكن أن تتضمن وسائل التواصل الاجتماعي فوائد متعددة أيضًا، مثل تيسير التواصل مع الآخرين، والتثقيف وتبادل الأفكار الجديدة والمبتكرة. كل شيء في الحياة له جانبيه الإيجابي والسلبي، والأمر يعتمد بالأساس على الشخص وتربيته وأخلاقه. إذا كان الشخص يرغب في استخدام وسائل التواصل الاجتماعي بشكل إيجابي، فسوف يستخدمها بهذا الشكل، وإذا كان يرغب في استخدامها بشكل سلبي، فسوف يستخدمها بهذا الشكل. القرار في النهاية يعود للشخص نفسه."	C2	B1			
AR-130-19632	'كيف نجعل الناس تحب بعضها؟ الشيخ زايد قال لنا أننا يجب أن نكون لطفاء مع الأخرين. بعض الناس يحبون هذا وبعضهم لا. عندما نكون لطفاء، الناس تكون سعيدة والحياة تكون جميلة. نحن نتمنى أن يفهم الجميع هذا. مع اللطف، نحن نعيش في سلام.'	A1	B1			
AR-130-19632	'كيف نزيد التسامح في المجتمع؟ التسامح له طرق كثيرة. الشيخ زايد بن سلطان قال لنا عنها. بعض الناس يحبون التسامح وبعضهم لا يفكرون فيه. إذا كنا نتسامح، القلوب تصبح صادقة والجروح تصبح أقل. الحياة تصبح أجمل. نحن نتمنى أن كل الناس يقدرون هذه النعمة. نتمنى أن كل أخ وأخت وصديق وجار يقدرونها. مع التسامح، يمكننا أن نبني السلام بين الدول.'	A2	B1			
AR-130-19632	"'كيف يمكننا تعزيز ثقافة التسامح في مجتمعاتنا؟ إن التسامح يمكن تعزيزه بعدة طرق، وقد أوصانا بها الراحل الكريم الشيخ زايد بن سلطان آل نهيان. ولكن، يوجد من يقدر ويعزز هذه الفضيلة النبيلة، وهناك من لا يعترف بقيمتها ويعتبرها تافهة. عند التسامح، تتوحد القلوب، تتآلف الجروح، وتتزين الحياة بصفاء قلوب أصحابها. ليت لو يقدر كل فرد هذه النعمة، وكل أخ وأخت، وكل صديق وصديقة، أو حتى كل جار لجاره. مع التسامح، تتبلور أعمدة السلام بين الأمم.'

Translation: 'How can we enhance the culture of tolerance in our societies? Tolerance can be enhanced in several ways, as was recommended to us by the late noble Sheikh Zayed bin Sultan Al Nahyan. However, there are those who appreciate and enhance this noble virtue, and there are those who do not acknowledge its value and consider it insignificant. With tolerance, hearts unite, wounds heal, and life is adorned with the purity of its owners' hearts. If only every individual, every brother and sister, every friend, or even every neighbor would appreciate this blessing. With tolerance, the pillars of peace among nations crystallize.'"	C1	B1			
AR-130-19632	"'ما الإستراتيجيات التي يمكن أن نتبعها لتعزيز ثقافة التسامح في المجتمع؟ على مر العصور، كانت هناك العديد من الطرق التي تمت الإشارة إليها والتأكيد عليها من قبل القائد الراحل الشيخ زايد بن سلطان آل نهيان، حيث أوصانا بها بكل حكمة وفطنة. ولكن، يبقى السؤال الأساسي، هل يمكن لكل فرد في المجتمع أن يعزز هذا السلوك الإيجابي والمحبة للآخر؟ أو هل يتجاهل بعض الأشخاص هذا الجانب الهام من الحياة، معتبرينه تفاهة؟ 

عندما يسود التسامح، تتجدد العلاقات بين الأفراد، وتتلاشى الجروح والصدع الناتجة عن النزاعات، وتتزين الحياة بالنقاء والصفاء الذي ينبع من قلوب أصحابها. إنه لشيء مدهش حقاً، لو كان كل فرد يقدر هذه النعمة ويسعى لتطبيقها في علاقاته مع أشقائه وأصدقائه وحتى جيرانه. 

التسامح ليس فقط يعزز العلاقات الشخصية، بل يمكن أن يكون أيضاً الأساس لبناء أعمدة السلام بين الدول والثقافات المختلفة. إن التسامح يمكن أن يكون الجسر الذي يقرب بين الشعوب ويزيد من التفاهم والاحترام المتبادل بينها. 

لذا، يجب علينا جميعاً أن نسعى لتعزيز ثقافة التسامح في مجتمعاتنا وأن نعمل جاهدين لنشر هذه القيمة النبيلة بين أفرادها، لأنها الطريق الأكيد نحو مستقبل أكثر سلاماً وازدهاراً.'"	C2	B1			
AR-130-197835	'الانترنت مكان للدردشة. الناس تستخدم الهاتف و الكمبيوتر للدردشة. الانترنت في كل مكان الان. الانترنت جيد وسيء. الانترنت يجعل الناس تعرف الكثير و تتحدث مع الناس في كل مكان. الانترنت يجعل الناس تعرف الاخبار. الانترنت يجعل الناس تتحدث مع العائلة و الاصدقاء حتى لو كانوا بعيدون. لكن الانترنت يمكن ان يكون سيء. الناس يجب ان تكون حذرة على الانترنت. الاطفال يجب ان يكونوا تحت الرقابة على الانترنت. الانترنت يجعل الناس تتحدث و تعرف اكثر. الانترنت يجعل الناس تعرف الثقافات الاخرى. الانترنت يجعل الناس تعرف الاخبار الجديدة. الانترنت يجعل الناس تتنافس. الانترنت يجعل الناس تعرف الثقافات الاخرى. الانترنت يجعل الناس تعرف الاخطار. الانترنت يجعل الخبر ينتشر بسرعة. لكن الانترنت يمكن ان يكون سيء. الناس يجب ان تكون حذرة على الانترنت. الانترنت يمكن ان يكون سيء اذا استخدم الناس الانترنت بطريقة سيئة. الناس يجب ان تكون حذرة على الانترنت. الناس يجب ان تعرف كيف تستخدم الانترنت بطريقة جيدة. الناس يجب ان تعرف كيف تستخدم الانترنت بطريقة جيدة.'	A1	B2			
AR-130-197835	'الفيسبوك و الانترنت هما من الاشياء التي يستخدمها الناس اليوم. الناس يستخدمون الانترنت على الهاتف او الكمبيوتر. الفيسبوك و الانترنت اصبحوا في كل مكان. هما يمكن ان يكونوا جيدين و سيئين. الفيسبوك و الانترنت يمكن ان يكونوا جيدين للناس. يمكن للناس ان يتعلموا عن العالم من الفيسبوك. الفيسبوك يمكن ان يساعد الناس على التحدث مع الاصدقاء و العائلة. الفيسبوك يمكن ان يكون سيئا ايضا. الناس يجب ان يكونوا حذرين على الفيسبوك. الناس لا يجب ان يتحدثوا مع كل الناس على الفيسبوك. الاطفال يجب ان يكون لهم شخص يراقبهم على الفيسبوك. الفيسبوك يمكن ان يكون سيء للصغار. الفيسبوك يمكن ان يساعد الناس على التعرف على العالم. الفيسبوك يمكن ان يساعد الناس على التعلم عن الثقافات. الفيسبوك يمكن ان يكون سريع في نشر الاخبار. الفيسبوك يمكن ان يكون سيء ايضا. بعض الناس يمكن ان يقلدوا الثقافات الاخرى. هذا يمكن ان يكون سيء للثقافة. الناس يجب ان يكونوا حذرين على الفيسبوك. الفيسبوك يمكن ان يكون جيد و سيء. الناس يجب ان يعرفوا كيف يستخدمون الفيسبوك.'	A2	B2			
