	Document	Sentence	POS	LEX	lemma#pos	readability
12023	AR-130-197835	سهولت	noun_prop	سهولت	سهولت#noun_prop	0
12024	AR-130-197835	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12025	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12026	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12027	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12028	AR-130-197835	في	prep	فِي	فِي#prep	1
12029	AR-130-197835	التعرف	noun	تَعَرُّف	تَعَرُّف#noun	2
12030	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12031	AR-130-197835	عادات	noun	عادَة	عادَة#noun	3
12032	AR-130-197835	الشعوب	noun	شَعْب	شَعْب#noun	1
12033	AR-130-197835	و	conj	وَ	وَ#conj	1
12034	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12035	AR-130-197835	مع	prep	مَع	مَع#prep	0
12036	AR-130-197835	هم	pron	هُم	هُم#pron	2
12037	AR-130-197835	،	punc	،	،#punc	0
12038	AR-130-197835	كما	conj	كَما	كَما#conj	3
12039	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12040	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12041	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12042	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12043	AR-130-197835	ساهمت	verb	ساهَم	ساهَم#verb	3
12044	AR-130-197835	في	prep	فِي	فِي#prep	1
12045	AR-130-197835	زيادة	noun	زِيادَة	زِيادَة#noun	1
12046	AR-130-197835	الترابط	noun	تَرابُط	تَرابُط#noun	3
12047	AR-130-197835	و	conj	وَ	وَ#conj	1
12048	AR-130-197835	تقوية	noun	تَقْوِيَة	تَقْوِيَة#noun	2
12049	AR-130-197835	العلاقات	noun	عَلاقَة	عَلاقَة#noun	1
12050	AR-130-197835	إذ	conj	إِذ	إِذ#conj	0
12051	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12052	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12053	AR-130-197835	تسهل	verb	سَهَّل	سَهَّل#verb	1
12054	AR-130-197835	عملية	noun	عَمَلِيَّة	عَمَلِيَّة#noun	1
12055	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12056	AR-130-197835	بين	noun	بَيِّن	بَيِّن#noun	0
12057	AR-130-197835	الأصدقاء	noun	صَدِيق	صَدِيق#noun	1
12058	AR-130-197835	و	conj	وَ	وَ#conj	1
12059	AR-130-197835	الأهل	noun	أَهْل	أَهْل#noun	1
12060	AR-130-197835	في	prep	فِي	فِي#prep	1
12061	AR-130-197835	حين	noun	حِين	حِين#noun	3
12062	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12063	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12064	AR-130-197835	لا	part_neg	لا	لا#part_neg	1
12065	AR-130-197835	تمنع	verb	مَنَع	مَنَع#verb	1
12066	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12067	AR-130-197835	ظروف	noun	ظَرْف	ظَرْف#noun	3
12068	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12069	AR-130-197835	من	prep	مِن	مِن#prep	1
12070	AR-130-197835	الذهاب	noun	ذَهاب	ذَهاب#noun	1
12071	AR-130-197835	إلى	prep	إِلَى	إِلَى#prep	1
12072	AR-130-197835	هم	pron	هُم	هُم#pron	2
12073	AR-130-197835	كالابتعاث	noun_prop	كالابتعاث	كالابتعاث#noun_prop	0
12074	AR-130-197835	مثلا،	noun_prop	مثلا،	مثلا،#noun_prop	0
12075	AR-130-197835	و	conj	وَ	وَ#conj	1
12076	AR-130-197835	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
12077	AR-130-197835	ل	prep	لِ	لِ#prep	1
12078	AR-130-197835	آبد	verb	بَدا	بَدا#verb	4
12079	AR-130-197835	n	noun	n	n#noun	0
12080	AR-130-197835	من	prep	مِن	مِن#prep	1
12081	AR-130-197835	وجود	noun	وُجُود	وُجُود#noun	2
12082	AR-130-197835	أثر	verb	أَثَّر	أَثَّر#verb	2
12083	AR-130-197835	سلبي	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12084	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12085	AR-130-197835	طريق	noun	طَرِيق	طَرِيق#noun	1
12086	AR-130-197835	ه	abbrev	ه	ه#abbrev	0
12087	AR-130-197835	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12088	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12089	AR-130-197835	الخاطئة	adj	خاطِئ	خاطِئ#adj	1
12090	AR-130-197835	ل	prep	لِ	لِ#prep	1
12091	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12092	AR-130-197835	الوسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
12093	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12094	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12095	AR-130-197835	تعرض	verb	تَعَرَّض	تَعَرَّض#verb	2
12096	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12097	AR-130-197835	للجرايم	noun_prop	للجرايم	للجرايم#noun_prop	0
12098	AR-130-197835	الإلكترونية	adj	إِلِكْترُونِيّ	إِلِكْترُونِيّ#adj	2
12099	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12100	AR-130-197835	لا	part_neg	لا	لا#part_neg	1
12101	AR-130-197835	بد	noun	بُدّ	بُدّ#noun	4
12102	AR-130-197835	من	prep	مِن	مِن#prep	1
12103	AR-130-197835	الحذر	noun	حِذْر	حِذْر#noun	4
12104	AR-130-197835	و	conj	وَ	وَ#conj	1
12105	AR-130-197835	عدم	noun	عَدَم	عَدَم#noun	4
12106	AR-130-197835	التحدث	noun	تَحَدُّث	تَحَدُّث#noun	1
12107	AR-130-197835	أو	conj	أَو	أَو#conj	0
12108	AR-130-197835	نشر	noun	نَشْر	نَشْر#noun	3
12109	AR-130-197835	بيان	noun	بَيان	بَيان#noun	3
12110	AR-130-197835	مع	prep	مَع	مَع#prep	0
12111	AR-130-197835	الجميع	noun	جَمِيع	جَمِيع#noun	0
12112	AR-130-197835	،	punc	،	،#punc	0
12113	AR-130-197835	،	punc	،	،#punc	0
12114	AR-130-197835	ل	prep	لِ	لِ#prep	1
12115	AR-130-197835	آبد	verb	بَدا	بَدا#verb	4
12116	AR-130-197835	n	noun	n	n#noun	0
12117	AR-130-197835	من	prep	مِن	مِن#prep	1
12118	AR-130-197835	مراقبة	noun	مُراقَبَة	مُراقَبَة#noun	2
12119	AR-130-197835	الأطفال	noun	طِفْل	طِفْل#noun	1
12120	AR-130-197835	ل	prep	لِ	لِ#prep	1
12121	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12122	AR-130-197835	ه	abbrev	ه	ه#abbrev	0
12123	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12124	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12125	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12126	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12127	AR-130-197835	تكون	verb	كان	كان#verb	1
12128	AR-130-197835	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
12129	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12130	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12131	AR-130-197835	n	noun	n	n#noun	0
12132	AR-130-197835	باب	noun	باب	باب#noun	1
12133	AR-130-197835	معرفة	noun	مَعْرِفَة	مَعْرِفَة#noun	3
12134	AR-130-197835	خاطئ	adj	خاطِئ	خاطِئ#adj	1
12135	AR-130-197835	ل	prep	لِ	لِ#prep	1
12136	AR-130-197835	الصغار	noun	صَغِير	صَغِير#noun	1
12137	AR-130-197835	.	punc	.	.#punc	0
12138	AR-130-197835	و	conj	وَ	وَ#conj	1
12139	AR-130-197835	ب	abbrev	بِ	بِ#abbrev	0
12140	AR-130-197835	شكل	noun	شَكْل	شَكْل#noun	1
12141	AR-130-197835	عام	noun	عام	عام#noun	2
12142	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12143	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12144	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12145	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12146	AR-130-197835	ساهمت	verb	ساهَم	ساهَم#verb	3
12147	AR-130-197835	في	prep	فِي	فِي#prep	1
12148	AR-130-197835	زيادة	noun	زِيادَة	زِيادَة#noun	1
12149	AR-130-197835	الترابط	noun	تَرابُط	تَرابُط#noun	3
12150	AR-130-197835	بين	noun	بَيِّن	بَيِّن#noun	0
12151	AR-130-197835	الشعوب	noun	شَعْب	شَعْب#noun	1
12152	AR-130-197835	و	conj	وَ	وَ#conj	1
12153	AR-130-197835	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12154	AR-130-197835	من	prep	مِن	مِن#prep	1
12155	AR-130-197835	ما	pron_rel	ما	ما#pron_rel	3
12156	AR-130-197835	ينعكس	verb	ٱِنْعَكَس	ٱِنْعَكَس#verb	3
12157	AR-130-197835	إيجابيا	adj	إِيجابِيّ	إِيجابِيّ#adj	4
12158	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12159	AR-130-197835	علاق	noun	عَلّاق	عَلّاق#noun	5
12160	AR-130-197835	،	punc	،	،#punc	0
12161	AR-130-197835	كما	conj	كَما	كَما#conj	3
12162	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12163	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12164	AR-130-197835	تساعد	verb	ساعَد	ساعَد#verb	1
12165	AR-130-197835	المجتمعات	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12166	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12167	AR-130-197835	التقدم	noun	تَقَدُّم	تَقَدُّم#noun	3
12168	AR-130-197835	من	prep	مِن	مِن#prep	1
12169	AR-130-197835	خلال	prep	خِلالَ	خِلالَ#prep	0
12170	AR-130-197835	معرفة	noun	مَعْرِفَة	مَعْرِفَة#noun	3
12171	AR-130-197835	آخر	adj	آخَر	آخَر#adj	1
12172	AR-130-197835	أخبار	noun	خَبَر	خَبَر#noun	1
12173	AR-130-197835	العالم	noun	عالَم	عالَم#noun	1
12174	AR-130-197835	من	prep	مِن	مِن#prep	1
12175	AR-130-197835	ما	pron_rel	ما	ما#pron_rel	3
12176	AR-130-197835	يولد	verb	وَلَد	وَلَد#verb	1
12177	AR-130-197835	شعور	noun	شُعُور	شُعُور#noun	1
12178	AR-130-197835	المنافسة	noun	مُنافَسَة	مُنافَسَة#noun	2
12179	AR-130-197835	و	conj	وَ	وَ#conj	1
12180	AR-130-197835	التحديات	noun	تَحَدِّي	تَحَدِّي#noun	2
12181	AR-130-197835	بين	noun	بَيِّن	بَيِّن#noun	0
12182	AR-130-197835	هم	pron	هُم	هُم#pron	2
12183	AR-130-197835	،	punc	،	،#punc	0
12184	AR-130-197835	علاوة	noun	عِلاوَة	عِلاوَة#noun	4
12185	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12186	AR-130-197835	ذلك	pron_dem	ذٰلِكَ	ذٰلِكَ#pron_dem	2
12187	AR-130-197835	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
12188	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12189	AR-130-197835	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12190	AR-130-197835	تساهم	verb	ساهَم	ساهَم#verb	3
12191	AR-130-197835	في	prep	فِي	فِي#prep	1
12192	AR-130-197835	تبادل	noun	تَبادُل	تَبادُل#noun	3
12193	AR-130-197835	الثقافات	noun	ثَقافَة	ثَقافَة#noun	3
12194	AR-130-197835	و	conj	وَ	وَ#conj	1
12195	AR-130-197835	نشر	noun	نَشْر	نَشْر#noun	3
12196	AR-130-197835	الوعي	noun	وَعْي	وَعْي#noun	3
12197	AR-130-197835	بين	noun	بَيِّن	بَيِّن#noun	0
12198	AR-130-197835	أفراد	noun	فَرْد	فَرْد#noun	3
12199	AR-130-197835	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12200	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12201	AR-130-197835	من	prep	مِن	مِن#prep	1
12202	AR-130-197835	السهل	noun	سَهْل	سَهْل#noun	1
12203	AR-130-197835	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12204	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12205	AR-130-197835	ل	prep	لِ	لِ#prep	1
12206	AR-130-197835	التبليغ	noun	تَبْلِيغ	تَبْلِيغ#noun	3
12207	AR-130-197835	عن	prep	عَن	عَن#prep	1
12208	AR-130-197835	ب	abbrev	بِ	بِ#abbrev	0
12209	AR-130-197835	عض	verb	عَضّ	عَضّ#verb	1
12210	AR-130-197835	الأخطار	noun	خَطَر	خَطَر#noun	1
12211	AR-130-197835	المهم	adj	مُهِمّ	مُهِمّ#adj	1
12212	AR-130-197835	إذ	conj	إِذ	إِذ#conj	0
12213	AR-130-197835	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12214	AR-130-197835	سرعة	noun	سُرْعَة	سُرْعَة#noun	1
12215	AR-130-197835	انتشار	noun	ٱِنْتِشار	ٱِنْتِشار#noun	2
12216	AR-130-197835	الخبر	noun_prop	خُبَر	خُبَر#noun_prop	0
12217	AR-130-197835	في	prep	فِي	فِي#prep	1
12218	AR-130-197835	مواقع	noun	مَوْقِع	مَوْقِع#noun	2
12219	AR-130-197835	التواصل	noun	تَواصُل	تَواصُل#noun	3
12220	AR-130-197835	سريع	adj	سَرِيع	سَرِيع#adj	1
12221	AR-130-197835	جدا	noun	جِدّ	جِدّ#noun	3
12222	AR-130-197835	و	conj	وَ	وَ#conj	1
12223	AR-130-197835	تستطيع	verb	ٱِسْتَطاع	ٱِسْتَطاع#verb	1
12224	AR-130-197835	إيصال	noun	إِيصال	إِيصال#noun	4
12225	AR-130-197835	الرسالة	noun	رِسالَة	رِسالَة#noun	1
12226	AR-130-197835	ل	prep	لِ	لِ#prep	1
12227	AR-130-197835	أكثر	adj	أَكْثَر	أَكْثَر#adj	0
12228	AR-130-197835	من	prep	مِن	مِن#prep	1
12229	AR-130-197835	فئة	noun	فِئَة	فِئَة#noun	4
12230	AR-130-197835	عمرية	adj	عُمْرِيّ	عُمْرِيّ#adj	3
12231	AR-130-197835	مختلفة	adj	مُخْتَلِف	مُخْتَلِف#adj	1
12232	AR-130-197835	،	punc	،	،#punc	0
12233	AR-130-197835	و	conj	وَ	وَ#conj	1
12234	AR-130-197835	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
12235	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12236	AR-130-197835	يكون	verb	كان	كان#verb	1
12237	AR-130-197835	ل	prep	لِ	لِ#prep	1
12238	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12239	AR-130-197835	تأثير	noun	تَأْثِير	تَأْثِير#noun	2
12240	AR-130-197835	سلبي	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12241	AR-130-197835	أحيانا	adv	حِين	حِين#adv	0
12242	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12243	AR-130-197835	بعض	noun	عَضّ	عَضّ#noun	1
12244	AR-130-197835	المجتمعات	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12245	AR-130-197835	لا	part_neg	لا	لا#part_neg	1
12246	AR-130-197835	تستشف	verb	ٱِسْتَشْفَى	ٱِسْتَشْفَى#verb	4
12247	AR-130-197835	الجيد	adj	جَيِّد	جَيِّد#adj	1
12248	AR-130-197835	من	prep	مِن	مِن#prep	1
12249	AR-130-197835	ثقافات	noun	ثَقافَة	ثَقافَة#noun	3
12250	AR-130-197835	غير	noun	غَيْر	غَيْر#noun	2
12251	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12252	AR-130-197835	بل	conj	بَل	بَل#conj	0
12253	AR-130-197835	يتم	verb	تَمّ	تَمّ#verb	3
12254	AR-130-197835	تقليد	noun	تَقْلِيد	تَقْلِيد#noun	1
12255	AR-130-197835	الثقافات	noun	ثَقافَة	ثَقافَة#noun	3
12256	AR-130-197835	و	conj	وَ	وَ#conj	1
12257	AR-130-197835	ااتباع	noun_prop	ااتباع	ااتباع#noun_prop	0
12258	AR-130-197835	ثقافة	noun	ثَقافَة	ثَقافَة#noun	3
12259	AR-130-197835	لا	part_neg	لا	لا#part_neg	1
12260	AR-130-197835	تتبع	verb	تَبِع	تَبِع#verb	1
12261	AR-130-197835	عاد	verb	عاد	عاد#verb	1
12262	AR-130-197835	من	prep	مِن	مِن#prep	1
12263	AR-130-197835	ما	pron_rel	ما	ما#pron_rel	3
12264	AR-130-197835	يؤثر	verb	أَثَّر	أَثَّر#verb	2
12265	AR-130-197835	سلبا	noun	سَلْب	سَلْب#noun	4
12266	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12267	AR-130-197835	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12268	AR-130-197835	و	conj	وَ	وَ#conj	1
12269	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12270	AR-130-197835	يتم	verb	تَمّ	تَمّ#verb	3
12271	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12272	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12273	AR-130-197835	الهوية	noun	هُوِيَّة	هُوِيَّة#noun	4
12274	AR-130-197835	الوطنية	adj	وَطَنِيّ	وَطَنِيّ#adj	2
12275	AR-130-197835	و	conj	وَ	وَ#conj	1
12276	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12277	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12278	AR-130-197835	ثقافة	noun	ثَقافَة	ثَقافَة#noun	3
12279	AR-130-197835	ها	pron_dem	ها	ها#pron_dem	5
12280	AR-130-197835	و	conj	وَ	وَ#conj	1
12281	AR-130-197835	عاد	verb	عاد	عاد#verb	1
12282	AR-130-197835	.	punc	.	.#punc	0
12283	AR-130-197835	ل	prep	لِ	لِ#prep	1
12284	AR-130-197835	كل	noun	كُلّ	كُلّ#noun	0
12285	AR-130-197835	شي	noun	شَيّ	شَيّ#noun	4
12286	AR-130-197835	ينشر	verb	نَشَر	نَشَر#verb	2
12287	AR-130-197835	أثار	verb	أَثار	أَثار#verb	3
12288	AR-130-197835	سلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12289	AR-130-197835	و	conj	وَ	وَ#conj	1
12290	AR-130-197835	إيجابية	adj	إِيجابِيّ	إِيجابِيّ#adj	4
12291	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12292	AR-130-197835	الفرد	noun	فَرْد	فَرْد#noun	3
12293	AR-130-197835	و	conj	وَ	وَ#conj	1
12294	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12295	AR-130-197835	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12296	AR-130-197835	و	conj	وَ	وَ#conj	1
12297	AR-130-197835	لكن	conj	لٰكِنَّ	لٰكِنَّ#conj	0
12298	AR-130-197835	هذا	pron_dem	هٰذا	هٰذا#pron_dem	1
12299	AR-130-197835	التأثير	noun	تَأْثِير	تَأْثِير#noun	2
12300	AR-130-197835	يعتمد	verb	ٱِعْتَمَد	ٱِعْتَمَد#verb	1
12301	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12302	AR-130-197835	طريق	noun	طَرِيق	طَرِيق#noun	1
12303	AR-130-197835	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12304	AR-130-197835	نا	noun_prop	نا	نا#noun_prop	0
12305	AR-130-197835	و	conj	وَ	وَ#conj	1
12306	AR-130-197835	فهم	pron	هُم	هُم#pron	2
12307	AR-130-197835	نا	noun_prop	نا	نا#noun_prop	0
12308	AR-130-197835	ل	prep	لِ	لِ#prep	1
12309	AR-130-197835	هذا	pron_dem	هٰذا	هٰذا#pron_dem	1
12310	AR-130-197835	الشي	noun	شَيّ	شَيّ#noun	4
12311	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12312	AR-130-197835	التأثير	noun	تَأْثِير	تَأْثِير#noun	2
12313	AR-130-197835	لا	part_neg	لا	لا#part_neg	1
12314	AR-130-197835	يأتي	verb	أَتَى	أَتَى#verb	2
12315	AR-130-197835	إلا	part	إِلّا	إِلّا#part	0
12316	AR-130-197835	ب	abbrev	بِ	بِ#abbrev	0
12317	AR-130-197835	اختيار	noun	ٱِخْتِيار	ٱِخْتِيار#noun	1
12318	AR-130-197835	ك	abbrev	كَ	كَ#abbrev	0
12319	AR-130-197835	أنت	pron	أَنْتَ	أَنْتَ#pron	1
12320	AR-130-197835	،	punc	،	،#punc	0
12321	AR-130-197835	ف	abbrev	فَ	فَ#abbrev	0
12322	AR-130-197835	ل	prep	لِ	لِ#prep	1
12323	AR-130-197835	آبد	verb	بَدا	بَدا#verb	4
12324	AR-130-197835	n	noun	n	n#noun	0
12325	AR-130-197835	من	prep	مِن	مِن#prep	1
12326	AR-130-197835	نشر	noun	نَشْر	نَشْر#noun	3
12327	AR-130-197835	الوعي	noun	وَعْي	وَعْي#noun	3
12328	AR-130-197835	ل	prep	لِ	لِ#prep	1
12329	AR-130-197835	تفادي	noun	تَفادِي	تَفادِي#noun	4
12330	AR-130-197835	الآثار	noun	أَثَر	أَثَر#noun	2
12331	AR-130-197835	السلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12332	AR-130-197835	التي	pron_rel	الَّذِي	الَّذِي#pron_rel	3
12333	AR-130-197835	قد	part_verb	قَدْ	قَدْ#part_verb	3
12334	AR-130-197835	تؤثر	verb	أَثَّر	أَثَّر#verb	2
12335	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12336	AR-130-197835	الفرد	noun	فَرْد	فَرْد#noun	3
12337	AR-130-197835	و	conj	وَ	وَ#conj	1
12338	AR-130-197835	على	prep	عَلَى	عَلَى#prep	1
12339	AR-130-197835	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12340	AR-130-197835	.	punc	.	.#punc	0
12341	AR-130-89391	وسائل	noun	وَسِيلَة	وَسِيلَة#noun	2
12342	AR-130-89391	التواصل	noun	تَواصُل	تَواصُل#noun	3
12343	AR-130-89391	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12344	AR-130-89391	سلاح	noun	سِلاح	سِلاح#noun	1
12345	AR-130-89391	ذو	noun	ذُو	ذُو#noun	3
12346	AR-130-89391	حدين	verb	حَدِي	حَدِي#verb	5
12347	AR-130-89391	،	punc	،	،#punc	0
12348	AR-130-89391	ربما	adv	رُبَّما	رُبَّما#adv	2
12349	AR-130-89391	تكون	verb	كان	كان#verb	1
12350	AR-130-89391	آثار	noun	أَثَر	أَثَر#noun	2
12351	AR-130-89391	ها	pron_dem	ها	ها#pron_dem	5
12352	AR-130-89391	سلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12353	AR-130-89391	n	noun	n	n#noun	0
12354	AR-130-89391	أوإيجابية	noun_prop	اوايجابيه	اوايجابيه#noun_prop	0
12355	AR-130-89391	،	punc	،	،#punc	0
12356	AR-130-89391	يعتمد	verb	ٱِعْتَمَد	ٱِعْتَمَد#verb	1
12357	AR-130-89391	ذلك	pron_dem	ذٰلِكَ	ذٰلِكَ#pron_dem	2
12358	AR-130-89391	على	prep	عَلَى	عَلَى#prep	1
12359	AR-130-89391	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12360	AR-130-89391	الفرد	noun	فَرْد	فَرْد#noun	3
12361	AR-130-89391	و	conj	وَ	وَ#conj	1
12362	AR-130-89391	المجتمع	noun	مُجْتَمَع	مُجْتَمَع#noun	2
12363	AR-130-89391	من	prep	مِن	مِن#prep	1
12364	AR-130-89391	الآثار	noun	أَثَر	أَثَر#noun	2
12365	AR-130-89391	السلبية	adj	سَلْبِيّ	سَلْبِيّ#adj	3
12366	AR-130-89391	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12367	AR-130-89391	يصبح	verb	أَصْبَح	أَصْبَح#verb	2
12368	AR-130-89391	الشخص	noun	شَخْص	شَخْص#noun	1
12369	AR-130-89391	مدمنا	noun	مُدْمِن	مُدْمِن#noun	3
12370	AR-130-89391	على	prep	عَلَى	عَلَى#prep	1
12371	AR-130-89391	استخدام	noun	ٱِسْتِخْدام	ٱِسْتِخْدام#noun	1
12372	AR-130-89391	برامج	noun	بَرْنامَج	بَرْنامَج#noun	1
12373	AR-130-89391	التواصل	noun	تَواصُل	تَواصُل#noun	3
12374	AR-130-89391	الاجتماعي	adj	ٱِجْتِماعِيّ	ٱِجْتِماعِيّ#adj	3
12375	AR-130-89391	مثال	noun	مِثال	مِثال#noun	1
12376	AR-130-89391	على	prep	عَلَى	عَلَى#prep	1
12377	AR-130-89391	ذلك	pron_dem	ذٰلِكَ	ذٰلِكَ#pron_dem	2
12378	AR-130-89391	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12379	AR-130-89391	ه	abbrev	ه	ه#abbrev	0
12380	AR-130-89391	لا	part_neg	لا	لا#part_neg	1
12381	AR-130-89391	يستطيع	verb	ٱِسْتَطاع	ٱِسْتَطاع#verb	1
12382	AR-130-89391	أن	conj_sub	أَنَّ	أَنَّ#conj_sub	2
12383	AR-130-89391	يترك	verb	تَرَك	تَرَك#verb	1
12384	AR-130-89391	هاتف	noun	هاتِف	هاتِف#noun	1
12385	AR-130-89391	ه	abbrev	ه	ه#abbrev	0
12386	AR-130-89391	ل	prep	لِ	لِ#prep	1
12387	AR-130-89391	مدة	noun	مُدَّة	مُدَّة#noun	1
12388	AR-130-89391	خمس	adj	خَمْس	خَمْس#adj	0
12389	AR-130-89391	دقائق	noun	دَقِيقَة	دَقِيقَة#noun	1
12390	AR-130-89391	،	punc	،	،#punc	0
12391	AR-130-89391	هذا	pron_dem	هٰذا	هٰذا#pron_dem	1
12392	AR-130-89391	يشكل	verb	شَكَّل	شَكَّل#verb	3
12393	AR-130-89391	خطرا	noun	خَطَر	خَطَر#noun	1
12394	AR-130-89391	كبيرا	adj	كَبِير	كَبِير#adj	1
12395	AR-130-89391	على	prep	عَلَى	عَلَى#prep	1
12396	AR-130-89391	صحة	noun	صِحَّة	صِحَّة#noun	1
12397	AR-130-89391	الإنسان	noun	إِنْسان	إِنْسان#noun	1
12398	AR-130-89391	ربما	adv	رُبَّما	رُبَّما#adv	2
12399	AR-130-89391	يصيب	verb	أَصاب	أَصاب#verb	2
12400	AR-130-89391	ه	abbrev	ه	ه#abbrev	0
12401	AR-130-89391	ب	abbrev	بِ	بِ#abbrev	0
12402	AR-130-89391	قصر	noun	قَصْر	قَصْر#noun	1
12403	AR-130-89391	النظر	noun	نَظَر	نَظَر#noun	1
12404	AR-130-89391	و	conj	وَ	وَ#conj	1
