	Document	Raw	Corrected	Operation	errors	readability
8761	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8762	AR-130-194718	وبدا	وبدأ	EDIT	0	4
8763	AR-130-194718	مسيرة	مسيرة	NO_CHANGE	0	4
8764	AR-130-194718	الإتحاد	الاتحاد	EDIT	1	3
8765	AR-130-194718	مع	مع	NO_CHANGE	0	0
8766	AR-130-194718	المغفور	المغفور	NO_CHANGE	0	3
8767	AR-130-194718	له	له	NO_CHANGE	0	1
8768	AR-130-194718	الشيخ	الشيخ	NO_CHANGE	0	0
8769	AR-130-194718	راشد	راشد	NO_CHANGE	0	0
8770	AR-130-194718	آل	آل	NO_CHANGE	0	0
8771	AR-130-194718	مكتوم.	مكتوم.	NO_CHANGE	0	0
8772	AR-130-194718	بعد	بعد	NO_CHANGE	0	2
8773	AR-130-194718	مسيرة	مسيرة	NO_CHANGE	0	4
8774	AR-130-194718	الاتحاد	الاتحاد	NO_CHANGE	0	3
8775	AR-130-194718	بدات	بدأت	EDIT	1	1
8776	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8777	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8778	AR-130-194718	العربية	العربية	NO_CHANGE	0	0
8779	AR-130-194718	المتحدة	المتحدة	NO_CHANGE	0	3
8780	AR-130-194718	في	في	NO_CHANGE	0	1
8781	AR-130-194718	التطور	التطور	NO_CHANGE	0	2
8782	AR-130-194718	بشكل	بشكل	NO_CHANGE	0	1
8783	AR-130-194718	سريع	سريع	NO_CHANGE	0	1
8784	AR-130-194718	في	في	NO_CHANGE	0	1
8785	AR-130-194718	العديد	العديد	NO_CHANGE	0	3
8786	AR-130-194718	من	من	NO_CHANGE	0	1
8787	AR-130-194718	المجالات	المجالات	NO_CHANGE	0	4
8788	AR-130-194718	منها	منها	NO_CHANGE	0	1
8789	AR-130-194718	السياسية	السياسية	NO_CHANGE	0	4
8790	AR-130-194718	والاقتصادية.	والاقتصادية.	NO_CHANGE	1	0
8791	AR-130-194718	الشيخ	الشيخ	NO_CHANGE	0	0
8792	AR-130-194718	زايد	زايد	NO_CHANGE	0	0
8793	AR-130-194718		-	INSERT	0	0
8794	AR-130-194718	طيب	طيب	NO_CHANGE	0	1
8795	AR-130-194718	الله	الله	NO_CHANGE	0	0
8796	AR-130-194718	ثراه	ثراه	NO_CHANGE	0	5
8797	AR-130-194718		-	INSERT	0	0
8798	AR-130-194718	بنى	بنى	NO_CHANGE	0	4
8799	AR-130-194718	العديد	العديد	NO_CHANGE	0	3
8800	AR-130-194718	من	من	NO_CHANGE	0	1
8801	AR-130-194718	المدارس	المدارس	NO_CHANGE	0	1
8802	AR-130-194718	والمستشفيات	والمستشفيات	NO_CHANGE	0	1
8803	AR-130-194718	والمنازل	والمنازل	NO_CHANGE	0	1
8804	AR-130-194718	لمواطنيي	لمواطني	EDIT	0	0
8805	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8806	AR-130-194718	الامارات.	الإمارات،	EDIT	0	0
8807	AR-130-194718	وهذا	وهذا	NO_CHANGE	0	1
8808	AR-130-194718	فخرٌ	فخر	EDIT	1	0
8809	AR-130-194718	كبيرٌ	كبير	EDIT	1	1
8810	AR-130-194718	لكل	لكل	NO_CHANGE	0	0
8811	AR-130-194718	مواطن	مواطن	NO_CHANGE	0	2
8812	AR-130-194718	يعيش	يعيش	NO_CHANGE	0	1
8813	AR-130-194718	على	على	NO_CHANGE	0	1
8814	AR-130-194718	ارض	أرض	EDIT	1	1
8815	AR-130-194718	هذه	هذه	NO_CHANGE	0	1
8816	AR-130-194718	الدولة	الدولة	NO_CHANGE	0	1
8817	AR-130-194718	العظيمة.	العظيمة.	NO_CHANGE	1	0
8818	AR-130-194718	بعد	بعد	NO_CHANGE	0	2
8819	AR-130-194718	وفاه	وفاة	EDIT	1	2
8820	AR-130-194718	الشيخ	الشيخ	NO_CHANGE	0	0
8821	AR-130-194718	زايد	زايد	NO_CHANGE	0	0
8822	AR-130-194718		-	INSERT	0	0
8823	AR-130-194718	طيب	طيبه	EDIT	0	1
8824	AR-130-194718	الله.	الله	EDIT	0	0
8825	AR-130-194718		-	INSERT	0	0
8826	AR-130-194718	لم	لم	NO_CHANGE	0	0
8827	AR-130-194718	تتوقف	تتوقف	NO_CHANGE	0	1
8828	AR-130-194718	دوله	دولة	EDIT	1	1
8829	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8830	AR-130-194718		عن	INSERT	0	0
8831	AR-130-194718	بالتطور	التطور	EDIT	0	2
8832	AR-130-194718	ولكنها	ولكنها	NO_CHANGE	0	0
8833	AR-130-194718	تطورت	تطورت	NO_CHANGE	0	3
8834	AR-130-194718	ووصلت	ووصلت	NO_CHANGE	0	1
8835	AR-130-194718	للعالميه.	للعالمية.	EDIT	0	0
8836	AR-130-194718	الآن	الآن	NO_CHANGE	0	4
8837	AR-130-194718	جميع	جميع	NO_CHANGE	0	0
8838	AR-130-194718	الناس	الناس	NO_CHANGE	0	1
8839	AR-130-194718	يعلمون	يعلمون	NO_CHANGE	0	1
8840	AR-130-194718	ماهي	ما	EDIT	0	1
8841	AR-130-194718		هي	INSERT	0	0
8842	AR-130-194718	مدينة	مدينة	NO_CHANGE	0	1
8843	AR-130-194718	دبي	دبي،	EDIT	0	0
8844	AR-130-194718	اذا	إذا	EDIT	1	0
8845	AR-130-194718	سألنا	سألنا	NO_CHANGE	0	1
8846	AR-130-194718	المارة	المارة	NO_CHANGE	0	3
8847	AR-130-194718	في	في	NO_CHANGE	0	1
8848	AR-130-194718	دوله	دولة	EDIT	1	1
8849	AR-130-194718	غربية	غربية	NO_CHANGE	0	3
8850	AR-130-194718	عن	عن	NO_CHANGE	0	1
8851	AR-130-194718	مدينة	مدينة	NO_CHANGE	0	1
8852	AR-130-194718	دبي	دبي	NO_CHANGE	0	0
8853	AR-130-194718	فإنهم	فإنهم	NO_CHANGE	0	3
8854	AR-130-194718	سيعرفونها	سيعرفونها	NO_CHANGE	0	1
8855	AR-130-194718	لانها	لأنها	EDIT	1	2
8856	AR-130-194718	من	من	NO_CHANGE	0	1
8857	AR-130-194718	اعظم	أعظم	EDIT	1	2
8858	AR-130-194718	المدن.	المدن.	NO_CHANGE	0	0
8859	AR-130-194718	دبي	دبي	NO_CHANGE	0	0
8860	AR-130-194718	اصبحت	أصبحت	EDIT	1	2
8861	AR-130-194718	وجهه	وجهة	EDIT	0	1
8862	AR-130-194718	سياحية	سياحية	NO_CHANGE	0	3
8863	AR-130-194718	للكثير	للكثير	NO_CHANGE	0	0
8864	AR-130-194718	من	من	NO_CHANGE	0	1
8865	AR-130-194718	الناس	الناس	NO_CHANGE	0	1
8866	AR-130-194718	فإنها	فإنها	NO_CHANGE	0	3
8867	AR-130-194718	تستقبل	تستقبل	NO_CHANGE	0	1
8868	AR-130-194718	ملايين	ملايين	NO_CHANGE	0	0
8869	AR-130-194718	السياح	السياح	NO_CHANGE	0	2
8870	AR-130-194718	كل	كل	NO_CHANGE	0	0
8871	AR-130-194718	عام	عام	NO_CHANGE	0	2
8872	AR-130-194718	وهذا	وهذا	NO_CHANGE	0	1
8873	AR-130-194718	دليل	دليل	NO_CHANGE	0	2
8874	AR-130-194718	كبير	كبير	NO_CHANGE	0	1
8875	AR-130-194718	على	على	NO_CHANGE	0	1
8876	AR-130-194718	تطورها.	تطورها.	NO_CHANGE	0	0
8877	AR-130-194718	من	من	NO_CHANGE	0	1
8878	AR-130-194718	الوجهات	الوجهات	NO_CHANGE	0	3
8879	AR-130-194718	السياحية	السياحية	NO_CHANGE	0	3
8880	AR-130-194718	التي	التي	NO_CHANGE	0	3
8881	AR-130-194718	تكوون	تكون	EDIT	0	1
8882	AR-130-194718	مكتضه	مكتظة	EDIT	0	0
8883	AR-130-194718	بالسياح	بالسياح	NO_CHANGE	0	2
8884	AR-130-194718	هي	هي	NO_CHANGE	0	1
8885	AR-130-194718	برج	برج	NO_CHANGE	0	0
8886	AR-130-194718	خليفة	خليفة	NO_CHANGE	0	3
8887	AR-130-194718	،		DELETE	0	0
8888	AR-130-194718	برج	وبرج	EDIT	0	0
8889	AR-130-194718	العرب،	العرب	EDIT	0	0
8890	AR-130-194718	دبي	ودبي	EDIT	0	0
8891	AR-130-194718	مول،	مول	EDIT	0	0
8892	AR-130-194718	والعديد	والعديد	NO_CHANGE	0	3
8893	AR-130-194718	من	من	NO_CHANGE	0	1
8894	AR-130-194718	الشواطئ	الشواطئ	NO_CHANGE	0	1
8895	AR-130-194718	التي	التي	NO_CHANGE	0	3
8896	AR-130-194718	يحبها	يحبها	NO_CHANGE	0	1
8897	AR-130-194718	السياح.	السياح.	NO_CHANGE	0	0
8898	AR-130-194718	بعض	بعض	NO_CHANGE	0	1
8899	AR-130-194718	الانجازات	الإنجازات	EDIT	1	2
8900	AR-130-194718	التي	التي	NO_CHANGE	0	3
8901	AR-130-194718	حققتها	حققتها	NO_CHANGE	0	2
8902	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8903	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8904	AR-130-194718	هي	هي	NO_CHANGE	0	1
8905	AR-130-194718	فوز	فوز	NO_CHANGE	0	1
8906	AR-130-194718	دبي	دبي	NO_CHANGE	0	0
8907	AR-130-194718	في	في	NO_CHANGE	0	1
8908	AR-130-194718	برنامج	برنامج	NO_CHANGE	0	1
8909	AR-130-194718	اكسبو	إكسبو	EDIT	1	0
8910	AR-130-194718	٢٠٢٠،	٢٠٢٠	EDIT	0	0
8911	AR-130-194718	اطلاق	وإطلاق	EDIT	1	4
8912	AR-130-194718	قمرا	قمر	EDIT	0	1
8913	AR-130-194718	صناعيا	صناعي	EDIT	0	3
8914	AR-130-194718	مصنوع	مصنوع	NO_CHANGE	0	2
8915	AR-130-194718	بأيدي	بأيدي	NO_CHANGE	0	1
8916	AR-130-194718	ايماراتيه،	إماراتية	EDIT	0	0
8917	AR-130-194718	والكثير	والكثير	NO_CHANGE	0	0
8918	AR-130-194718	من	من	NO_CHANGE	0	1
8919	AR-130-194718	الانجازات	الإنجازات	EDIT	1	2
8920	AR-130-194718	التي	التي	NO_CHANGE	0	3
8921	AR-130-194718	لا	لا	NO_CHANGE	0	1
8922	AR-130-194718	تعد	تعد	NO_CHANGE	0	1
8923	AR-130-194718	ولا	ولا	NO_CHANGE	0	1
8924	AR-130-194718	تحصى	تحصى.	EDIT	1	3
8925	AR-130-194718	.		DELETE	0	0
8926	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8927	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8928	AR-130-194718	هي	هي	NO_CHANGE	0	1
8929	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8930	AR-130-194718	متحضرة	متحضرة	NO_CHANGE	0	4
8931	AR-130-194718	جدا	جدا	NO_CHANGE	0	3
8932	AR-130-194718	وانا	وأنا	EDIT	1	1
8933	AR-130-194718	فخورة	فخورة	NO_CHANGE	1	0
8934	AR-130-194718	لكوني	لكوني	NO_CHANGE	0	4
8935	AR-130-194718	مواطنة	مواطنة	NO_CHANGE	0	0
8936	AR-130-194718	من	من	NO_CHANGE	0	1
8937	AR-130-194718	دولة	دولة	NO_CHANGE	0	1
8938	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8939	AR-130-194718	واعيش	وأعيش	EDIT	1	1
8940	AR-130-194718	على	على	NO_CHANGE	0	1
8941	AR-130-194718	ارضها	أرضها.	EDIT	1	1
8942	AR-130-194718	.		DELETE	0	0
8943	AR-130-194718	ودولة	ودولة	NO_CHANGE	0	1
8944	AR-130-194718	الامارات	الإمارات	EDIT	1	3
8945	AR-130-194718	لن	لن	NO_CHANGE	0	0
8946	AR-130-194718	تتوقف	تتوقف	NO_CHANGE	0	1
8947	AR-130-194718	هنا	هنا	NO_CHANGE	0	1
8948	AR-130-194718	بل	بل	NO_CHANGE	0	0
8949	AR-130-194718	سوف	سوف	NO_CHANGE	0	3
8950	AR-130-194718	تستمر	تستمر	NO_CHANGE	0	2
8951	AR-130-194718	بالتطور	بالتطور	NO_CHANGE	0	2
8952	AR-130-194718	وابهار	وإبهار	EDIT	0	0
8953	AR-130-194718	العام	العالم	EDIT	0	3
8954	AR-130-194718	بها.	بها.	NO_CHANGE	0	0
8955	AR-130-195100	جميع	جميع	NO_CHANGE	0	0
8956	AR-130-195100	الدول	الدول	NO_CHANGE	0	1
8957	AR-130-195100	تسعى	تسعى	NO_CHANGE	0	3
8958	AR-130-195100	في	في	NO_CHANGE	0	1
8959	AR-130-195100	التطور	التطور	NO_CHANGE	0	2
8960	AR-130-195100	ومواكبة	ومواكبة	NO_CHANGE	1	4
8961	AR-130-195100	التطور	التطور،	EDIT	0	2
8962	AR-130-195100	لذلك	لذلك	NO_CHANGE	0	2
8963	AR-130-195100	نرى	نرى	NO_CHANGE	1	5
8964	AR-130-195100	الان	الآن	EDIT	1	4
8965	AR-130-195100	المجتمع	المجتمع	NO_CHANGE	0	2
8966	AR-130-195100	اصبح	أصبح	EDIT	1	2
8967	AR-130-195100	منفتح	منفتحا	EDIT	0	4
8968	AR-130-195100	كثيرا	كثيرا	NO_CHANGE	0	0
8969	AR-130-195100	وخاصتا	وخاصة	EDIT	0	2
8970	AR-130-195100	في	في	NO_CHANGE	0	1
8971	AR-130-195100	هذا	هذا	NO_CHANGE	0	1
8972	AR-130-195100	الزمن.	الزمن.	NO_CHANGE	0	0
8973	AR-130-195100	والان	والآن	EDIT	1	4
8974	AR-130-195100	بدآ	بدأ	EDIT	0	1
8975	AR-130-195100	استخدام	استخدام	NO_CHANGE	0	1
8976	AR-130-195100	وساىل	وسائل	EDIT	1	0
8977	AR-130-195100	التواصل	التواصل	NO_CHANGE	0	3
8978	AR-130-195100	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
8979	AR-130-195100	متعددة	المتعددة	EDIT	0	3
8980	AR-130-195100	مثل	مثل	NO_CHANGE	0	1
8981	AR-130-195100	السناب	السنابتشات	EDIT	0	0
8982	AR-130-195100		وإنستجرام	INSERT	0	0
8983	AR-130-195100		ويوتيوب	INSERT	0	0
8984	AR-130-195100	جات،انستغرام،يوتيوب،واتساب	وواتساب	EDIT	0	0
8985	AR-130-195100	والكثير	والكثير	NO_CHANGE	0	0
8986	AR-130-195100	غيرها.	غيرها.	NO_CHANGE	0	0
8987	AR-130-195100	جميعها	جميعها	NO_CHANGE	0	0
8988	AR-130-195100	اما	إما	EDIT	1	3
8989	AR-130-195100	بامكان	بإمكان	EDIT	1	3
8990	AR-130-195100	الانسان	الإنسان	EDIT	1	1
8991	AR-130-195100	استخدامتها	استخدامها	EDIT	0	0
8992	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
8993	AR-130-195100	ايجابي	إيجابي	EDIT	1	4
8994	AR-130-195100	والاستفادة	والاستفادة	NO_CHANGE	0	1
8995	AR-130-195100	منها	منها	NO_CHANGE	0	1
8996	AR-130-195100	ام	أو	EDIT	1	0
8997	AR-130-195100	استخدامها	استخدامها	NO_CHANGE	0	1
8998	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
8999	AR-130-195100	سلبي	سلبي	NO_CHANGE	0	3
9000	AR-130-195100	والتضرر	والتضرر	NO_CHANGE	0	0
9001	AR-130-195100	منها.	منها،	EDIT	0	0
9002	AR-130-195100	وتآثيرها	وتأثيرها	EDIT	1	2
9003	AR-130-195100	كبير	كبير	NO_CHANGE	0	1
9004	AR-130-195100	جدا	جدا	NO_CHANGE	0	3
9005	AR-130-195100	على	على	NO_CHANGE	0	1
9006	AR-130-195100	المجتمع	المجتمع	NO_CHANGE	0	2
9007	AR-130-195100	وايضا	وأيضا	EDIT	1	4
9008	AR-130-195100	على	على	NO_CHANGE	0	1
9009	AR-130-195100	الفرد.	الفرد.	NO_CHANGE	0	0
9010	AR-130-195100	اضرار	أضرار	EDIT	1	2
9011	AR-130-195100	وسائل	وسائل	NO_CHANGE	0	2
9012	AR-130-195100	التواصل	التواصل	NO_CHANGE	0	3
9013	AR-130-195100	الجتماعي	الاجتماعي	EDIT	0	0
9014	AR-130-195100	على	على	NO_CHANGE	0	1
9015	AR-130-195100	الفرد	الفرد	NO_CHANGE	0	3
9016	AR-130-195100	والمجتمع	والمجتمع	NO_CHANGE	0	2
9017	AR-130-195100	هي	هي	NO_CHANGE	0	1
9018	AR-130-195100	اضاعت	إضاعة	EDIT	1	1
9019	AR-130-195100	الوقت،	الوقت	EDIT	0	0
9020	AR-130-195100		والأمراض	INSERT	0	0
9021	AR-130-195100	الآمراض،الصحبة	والصحبة	EDIT	2	0
9022	AR-130-195100	الغير	غير	EDIT	0	2
9023	AR-130-195100		الصالحة	INSERT	0	0
9024	AR-130-195100	صالحه،الانعزال،	والانعزال	EDIT	0	0
9025	AR-130-195100	تغير	وتغير	EDIT	0	1
9026	AR-130-195100	في	في	NO_CHANGE	0	1
9027	AR-130-195100	السلوكيات.تآثر	السلوكيات.	EDIT	1	0
9028	AR-130-195100		يؤثر	INSERT	0	0
9029	AR-130-195100	التواصل	التواصل	NO_CHANGE	0	3
9030	AR-130-195100	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
9031	AR-130-195100	على	على	NO_CHANGE	0	1
9032	AR-130-195100	الفرد	الفرد	NO_CHANGE	0	3
9033	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
9034	AR-130-195100	سلبي	سلبي	NO_CHANGE	0	3
9035	AR-130-195100	فتجعله	فيجعله	EDIT	0	1
9036	AR-130-195100	منعزل	منعزلا	EDIT	0	4
9037	AR-130-195100	عن	عن	NO_CHANGE	0	1
9038	AR-130-195100	العالم	العالم	NO_CHANGE	0	1
9039	AR-130-195100	الخارجي،	الخارجي،	NO_CHANGE	0	0
9040	AR-130-195100	تغير	يغير	EDIT	0	1
9041	AR-130-195100	سلوكياته،الابتعاد	سلوكياته،	EDIT	0	0
9042	AR-130-195100		يبعده	INSERT	0	0
9043	AR-130-195100	عن	عن	NO_CHANGE	0	1
9044	AR-130-195100	العائله.	العائلة.	EDIT	0	0
9045	AR-130-195100	ولاكن	ولكن	EDIT	1	1
9046	AR-130-195100	هناك	هناك	NO_CHANGE	0	1
9047	AR-130-195100	ايجابيات	إيجابيات	EDIT	1	0
9048	AR-130-195100	ايضا	أيضا،	EDIT	1	4
9049	AR-130-195100	سهولة	سهولة	NO_CHANGE	0	1
9050	AR-130-195100	التواصل	التواصل	NO_CHANGE	0	3
9051	AR-130-195100	مع	مع	NO_CHANGE	0	0
9052	AR-130-195100	الاخرين،	الآخرين	EDIT	0	0
9053	AR-130-195100	تثقيف	وتثقيف	EDIT	0	3
9054	AR-130-195100	او	أو	EDIT	1	0
9055	AR-130-195100	ايصال	إيصال	EDIT	1	4
9056	AR-130-195100	فكرة	فكرة	NO_CHANGE	0	1
9057	AR-130-195100	جيدة	جيدة	NO_CHANGE	0	1
9058	AR-130-195100	عن	عن	NO_CHANGE	0	1
9059	AR-130-195100	طريقها.لكل	طريقها.	EDIT	0	0
9060	AR-130-195100		لكل	INSERT	0	0
9061	AR-130-195100	شيٍ	شيء	EDIT	1	4
9062	AR-130-195100	سلبياته	سلبياته	NO_CHANGE	0	3
9063	AR-130-195100	وايجابياته	وإيجابياته	EDIT	1	4
9064	AR-130-195100	ولاكن	ولكن	EDIT	1	1
9065	AR-130-195100	تعتمد	تعتمد	NO_CHANGE	0	1
9066	AR-130-195100	على	على	NO_CHANGE	0	1
9067	AR-130-195100	الشخص	الشخص	NO_CHANGE	0	1
9068	AR-130-195100	وتربيته	وتربيته	NO_CHANGE	0	1
9069	AR-130-195100	واخلاقه	وأخلاقه.	EDIT	1	1
9070	AR-130-195100	اذا	إذا	EDIT	1	0
9071	AR-130-195100	كنت	كنت	NO_CHANGE	0	1
9072	AR-130-195100	تريد	تريد	NO_CHANGE	0	1
9073	AR-130-195100	استخدام	استخدام	NO_CHANGE	0	1
9074	AR-130-195100	وسائل	وسائل	NO_CHANGE	0	2
9075	AR-130-195100	التواصل	التواصل	NO_CHANGE	0	3
9076	AR-130-195100	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
9077	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
9078	AR-130-195100	ايجابي	إيجابي	EDIT	1	4
9079	AR-130-195100	فسوف	فسوف	NO_CHANGE	0	3
9080	AR-130-195100	تستخدمه	تستخدمه،	EDIT	0	1
9081	AR-130-195100	آما	أما	EDIT	1	3
9082	AR-130-195100	اذا	إذا	EDIT	1	0
9083	AR-130-195100	كنت	كنت	NO_CHANGE	0	1
9084	AR-130-195100	تريد	تريد	NO_CHANGE	0	1
9085	AR-130-195100	استخدامه	استخدامه	NO_CHANGE	0	1
9086	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
9087	AR-130-195100	سلبي	سلبي	NO_CHANGE	0	3
9088	AR-130-195100	فسوف	فسوف	NO_CHANGE	0	3
9089	AR-130-195100	تستخدمه	تستخدمه	NO_CHANGE	0	1
9090	AR-130-195100	بشكل	بشكل	NO_CHANGE	0	1
9091	AR-130-195100	سلبي	سلبي	NO_CHANGE	0	3
9092	AR-130-195100	وذلك	وذلك	NO_CHANGE	0	2
9093	AR-130-195100	عائد	عائد	NO_CHANGE	0	3
9094	AR-130-195100	لكل	لكل	NO_CHANGE	0	0
9095	AR-130-195100	شخص.	شخص.	NO_CHANGE	0	0
9096	AR-130-19632	كيف	كيف	NO_CHANGE	0	2
9097	AR-130-19632	نعزز	نعزز	NO_CHANGE	0	4
9098	AR-130-19632	ثقافه	ثقافة	EDIT	1	3
9099	AR-130-19632	التسامح	التسامح	NO_CHANGE	0	1
9100	AR-130-19632	في	في	NO_CHANGE	0	1
9101	AR-130-19632	المجتمع؟	المجتمع؟	NO_CHANGE	0	0
9102	AR-130-19632	لتسامح	للتسامح	EDIT	0	1
9103	AR-130-19632	طرق	طرق	NO_CHANGE	0	1
9104	AR-130-19632	عديده	عديدة	EDIT	0	3
9105	AR-130-19632	و		DELETE	2	1
9106	AR-130-19632	منها	ومنها	EDIT	0	1
9107	AR-130-19632	قد	ما	EDIT	0	3
9108	AR-130-19632	اوصانا	أوصانا	EDIT	1	3
9109	AR-130-19632	بها	به	EDIT	0	1
9110	AR-130-19632	والدنا	والدنا	NO_CHANGE	0	1
9111	AR-130-19632		-	INSERT	0	0
9112	AR-130-19632	المغفور	المغفور	NO_CHANGE	0	3
9113	AR-130-19632	له	له	NO_CHANGE	0	1
9114	AR-130-19632	بأذن	بإذن	EDIT	1	1
9115	AR-130-19632	الله	الله	NO_CHANGE	0	0
9116	AR-130-19632		-	INSERT	0	0
9117	AR-130-19632	الشيخ	الشيخ	NO_CHANGE	0	0
9118	AR-130-19632	زايد	زايد	NO_CHANGE	0	0
9119	AR-130-19632	بن	بن	NO_CHANGE	0	0
9120	AR-130-19632	سلطان	سلطان	NO_CHANGE	0	0
9121	AR-130-19632	ال	آل	EDIT	0	1
9122	AR-130-19632	نهيان.	نهيان.	NO_CHANGE	0	0
9123	AR-130-19632	لاكن	لكن	EDIT	1	1
9124	AR-130-19632	هناك	هناك	NO_CHANGE	0	1
9125	AR-130-19632	من	من	NO_CHANGE	0	1
9126	AR-130-19632	قد	قد	NO_CHANGE	0	3
9127	AR-130-19632	يعزز	يعزز	NO_CHANGE	0	4
9128	AR-130-19632	هذه	هذه	NO_CHANGE	0	1
9129	AR-130-19632	الطبيعه	الطبيعة	EDIT	1	1
9130	AR-130-19632	الجميله	الجميلة	EDIT	1	1
9131	AR-130-19632	و		DELETE	2	1
9132	AR-130-19632	هناك	وهناك	EDIT	0	1
9133	AR-130-19632	من	من	NO_CHANGE	0	1
9134	AR-130-19632		لا	INSERT	0	0
9135	AR-130-19632	لايحسب	يحسب	EDIT	0	0
9136	AR-130-19632	لها	لها	NO_CHANGE	0	1
9137	AR-130-19632	وجود	وجودا	EDIT	0	2
9138	AR-130-19632	و		DELETE	2	1
9139	AR-130-19632	يعتبرها	ويعتبرها	EDIT	0	2
9140	AR-130-19632	تفاهه.	تفاهة.	EDIT	0	0
9141	AR-130-19632	فعند	فعند	NO_CHANGE	0	1
9142	AR-130-19632	التسامح	التسامح	NO_CHANGE	0	1
9143	AR-130-19632	تتصافا	تتصافى	EDIT	0	4
9144	AR-130-19632	القلوب	القلوب	NO_CHANGE	0	1
9145	AR-130-19632	و		DELETE	2	1
9146	AR-130-19632	تتبارا	وتتبارى	EDIT	0	0
9147	AR-130-19632	الجروح	الجروح	NO_CHANGE	0	1
9148	AR-130-19632	و	وتتزين	EDIT	2	1
9149	AR-130-19632	تتزينالحياه	الحياة	EDIT	0	0
9150	AR-130-19632	بنقاء	بنقاء	NO_CHANGE	0	3
9151	AR-130-19632	قلوب	قلوب	NO_CHANGE	0	1
9152	AR-130-19632	اصحابها	أصحابها.	EDIT	1	1
9153	AR-130-19632	،		DELETE	0	0
9154	AR-130-19632	الا	ألا	EDIT	1	0
9155	AR-130-19632	ليت	ليت	NO_CHANGE	0	3
9156	AR-130-19632	لو	لو	NO_CHANGE	0	0
9157	AR-130-19632	قد		DELETE	0	3
9158	AR-130-19632	يقدر	قدر	EDIT	0	4
9159	AR-130-19632	كل	كل	NO_CHANGE	0	0
9160	AR-130-19632	مرء	إمرئ	EDIT	0	3
9161	AR-130-19632	هذه	هذه	NO_CHANGE	0	1
9162	AR-130-19632	النعمه	النعمة،	EDIT	1	1
9163	AR-130-19632	و		DELETE	2	1
9164	AR-130-19632	كل	وكل	EDIT	0	0
9165	AR-130-19632	اخ	أخ	EDIT	1	1
9166	AR-130-19632	و		DELETE	2	1
9167	AR-130-19632	اخته	وأخته،	EDIT	1	1
9168	AR-130-19632	و		DELETE	2	1
9169	AR-130-19632	كل	وكل	EDIT	0	0
9170	AR-130-19632	صاحب	صاحب	NO_CHANGE	0	1
9171	AR-130-19632	و		DELETE	2	1
9172	AR-130-19632	صاحبه	وصاحبه،	EDIT	0	1
9173	AR-130-19632	او	أو	EDIT	1	0
9174	AR-130-19632	حتى	حتى	NO_CHANGE	0	1
9175	AR-130-19632	كل	كل	NO_CHANGE	0	0
9176	AR-130-19632	جار	جار	NO_CHANGE	0	1
9177	AR-130-19632	لجاره.	لجاره.	NO_CHANGE	0	0
9178	AR-130-19632	مع	مع	NO_CHANGE	0	0
9179	AR-130-19632	التسامح	التسامح	NO_CHANGE	0	1
9180	AR-130-19632	تتكون	تتكون	NO_CHANGE	0	2
9181	AR-130-19632	اعمده	أعمدة	EDIT	1	4
9182	AR-130-19632	السلام	السلام	NO_CHANGE	0	2
9183	AR-130-19632	بين	بين	NO_CHANGE	0	0
9184	AR-130-19632	الدول.	الدول.	NO_CHANGE	0	0
9185	AR-130-197835	وسائل	وسائل	NO_CHANGE	0	2
9186	AR-130-197835	التواصل	التواصل	NO_CHANGE	0	3
9187	AR-130-197835	الاجتماعي	الاجتماعي	NO_CHANGE	0	3
9188	AR-130-197835	هي	هي	NO_CHANGE	0	1
9189	AR-130-197835	مجموعه	مجموعة	EDIT	0	1
9190	AR-130-197835	من	من	NO_CHANGE	0	1
9191	AR-130-197835	البرامج	البرامج	NO_CHANGE	0	1
9192	AR-130-197835	و		DELETE	2	1
9193	AR-130-197835	الشبكات	والشبكات	EDIT	0	1
9194	AR-130-197835	العنكبوتيه	العنكبوتية	EDIT	1	4
9195	AR-130-197835	التي	التي	NO_CHANGE	0	3
9196	AR-130-197835	تساعدك	تساعدك	NO_CHANGE	0	1
9197	AR-130-197835	على	على	NO_CHANGE	0	1
9198	AR-130-197835	الاتصال	الاتصال	NO_CHANGE	0	1
9199	AR-130-197835	بالعالم	بالعالم،	EDIT	0	1
9200	AR-130-197835	،		DELETE	0	0
9201	AR-130-197835	و		DELETE	2	1
9202	AR-130-197835	يتم	ويتم	EDIT	0	3
